893		749	2021-05-25 00:00:00.000000000		EA 	0	1.00	2021-05-11 00:00:00.000000000
271		750	2021-03-03 00:00:00.000000000	2021-05-02 00:00:00.000000000	EA 	0	1.00	2021-05-02 00:00:00.000000000
34		750	2021-05-03 00:00:00.000000000		EA 	0	1.00	2021-04-19 00:00:00.000000000
830		751	2021-05-25 00:00:00.000000000		EA 	0	1.00	2021-05-11 00:00:00.000000000
2074		752	2021-07-07 00:00:00.000000000		EA 	0	1.00	2021-06-23 00:00:00.000000000
1950		753	2021-06-18 00:00:00.000000000	2021-08-17 00:00:00.000000000	EA 	0	1.00	2021-08-17 00:00:00.000000000
1761		753	2021-08-18 00:00:00.000000000		EA 	0	1.00	2021-08-04 00:00:00.000000000
3088		754	2021-12-14 00:00:00.000000000		EA 	0	1.00	2021-11-30 00:00:00.000000000
3351		755	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
3246		756	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2760		757	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2395		758	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
3087		759	2021-12-14 00:00:00.000000000		EA 	0	1.00	2021-11-30 00:00:00.000000000
3350		760	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2822		761	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
3245		762	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2759		763	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2394		764	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
3341		765	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2815		766	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2449		767	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
2899		768	2021-09-14 00:00:00.000000000	2021-11-13 00:00:00.000000000	EA 	0	1.00	2021-11-13 00:00:00.000000000
2738		768	2021-11-14 00:00:00.000000000		EA 	0	1.00	2021-10-31 00:00:00.000000000
2363		769	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
1265		770	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
1195		771	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
3017		772	2021-12-14 00:00:00.000000000		EA 	0	1.00	2021-11-30 00:00:00.000000000
3281		773	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2783		774	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
5		775	2021-03-03 00:00:00.000000000		EA 	0	1.00	2021-02-17 00:00:00.000000000
2737		776	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2362		777	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
1264		778	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
1642		779	2021-06-18 00:00:00.000000000		EA 	0	1.00	2021-06-04 00:00:00.000000000
393		780	2021-03-17 00:00:00.000000000		EA 	0	1.00	2021-03-03 00:00:00.000000000
52		781	2021-03-03 00:00:00.000000000		EA 	0	1.00	2021-02-17 00:00:00.000000000
3217		782	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
808		783	2021-05-25 00:00:00.000000000		EA 	0	1.00	2021-05-11 00:00:00.000000000
2049		784	2021-07-07 00:00:00.000000000		EA 	0	1.00	2021-06-23 00:00:00.000000000
4		785	2021-03-03 00:00:00.000000000		EA 	0	1.00	2021-02-17 00:00:00.000000000
2736		786	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2361		787	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
1263		788	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
3247		789	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2761		790	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2396		791	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
3089		792	2021-12-14 00:00:00.000000000		EA 	0	1.00	2021-11-30 00:00:00.000000000
2739		793	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
2364		794	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
1266		795	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
482		796	2021-03-17 00:00:00.000000000		EA 	0	1.00	2021-03-03 00:00:00.000000000
1024		797	2021-05-25 00:00:00.000000000	2021-07-24 00:00:00.000000000	EA 	0	1.00	2021-07-24 00:00:00.000000000
783		797	2021-07-25 00:00:00.000000000		EA 	0	1.00	2021-07-11 00:00:00.000000000
2333		798	2021-08-04 00:00:00.000000000		EA 	0	1.00	2021-07-21 00:00:00.000000000
1240		799	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
450		800	2021-03-17 00:00:00.000000000		EA 	0	1.00	2021-03-03 00:00:00.000000000
92		801	2021-03-03 00:00:00.000000000		EA 	0	1.00	2021-02-17 00:00:00.000000000
1303		953	2021-06-08 00:00:00.000000000		EA 	0	1.00	2021-05-25 00:00:00.000000000
1699		954	2021-06-18 00:00:00.000000000		EA 	0	1.00	2021-06-04 00:00:00.000000000
3060		955	2021-12-14 00:00:00.000000000		EA 	0	1.00	2021-11-30 00:00:00.000000000
3326		956	2021-12-22 00:00:00.000000000		EA 	0	1.00	2021-12-08 00:00:00.000000000
2107		957	2021-07-07 00:00:00.000000000		EA 	0	1.00	2021-06-23 00:00:00.000000000
2800		958	2021-09-14 00:00:00.000000000		EA 	0	1.00	2021-08-31 00:00:00.000000000
